VMAF,SSIM,PSNR,VIFp,MS-SSIM,PSNR-HVS,PSNR-HVS-M
69.97572101,0.927653,32.409145,0.528064,0.966679,27.3706,28.659975
74.44943902,0.936597,33.680805,0.553078,0.974966,28.892828,30.573025
68.86562976,0.923258,31.74773,0.521417,0.958734,26.761539,27.803589
63.50564636,0.934464,31.188942,0.526631,0.95563,26.048603,27.025543
65.63271017,0.936734,31.709785,0.529518,0.962356,26.572247,27.713888
63.31916863,0.927913,30.445271,0.512142,0.952731,25.130598,26.066395
64.05738013,0.929587,30.502291,0.514861,0.957056,25.196896,26.182611
66.46973128,0.935061,31.293819,0.524775,0.964319,26.06074,27.214386
66.89041264,0.93375,31.014162,0.525018,0.964278,25.732214,26.824261
61.5476485,0.915527,29.554676,0.490817,0.938474,24.299986,25.119793
60.41330561,0.910057,28.951801,0.48973,0.924918,23.734234,24.439951
62.61318081,0.91557,29.529615,0.500016,0.935153,24.352835,25.145155
63.99796569,0.920187,29.954962,0.507613,0.942923,24.768436,25.62816
70.28379591,0.939896,32.433704,0.546445,0.97029,27.397804,28.776167
73.61571479,0.947198,33.598629,0.566872,0.977628,28.700068,30.441917
72.50890183,0.944255,33.141624,0.558736,0.975509,28.094656,29.665934
75.89084187,0.949505,34.114456,0.574917,0.979754,29.236664,31.164232
79.54211648,0.953282,34.842266,0.594985,0.982652,30.23443,32.511852
79.78583472,0.954902,35.188618,0.602064,0.983486,30.633701,32.963245
80.0713214,0.955298,35.306747,0.604761,0.984054,30.769705,33.171421
78.97433039,0.95447,35.096218,0.599434,0.983386,30.477291,32.760174
76.6357663,0.95078,34.236786,0.583446,0.980567,29.487993,31.394407
78.55276681,0.953088,34.833969,0.594345,0.982343,30.193409,32.354931
76.06296066,0.949088,33.72086,0.583409,0.979635,28.814812,30.4729
77.62341236,0.952119,34.390472,0.59355,0.981906,29.615164,31.529039
79.6914449,0.955155,35.322781,0.603589,0.983974,30.748951,33.118011
66.40313932,0.924773,30.690424,0.533342,0.959239,25.040609,25.905289
68.37998914,0.931093,31.401775,0.544398,0.96564,25.845079,26.832705
66.17925206,0.923157,30.417072,0.533637,0.957379,24.777365,25.6054
60.26025093,0.895522,28.099001,0.499192,0.922917,22.349323,22.894802
63.0273094,0.905989,28.961971,0.51414,0.937901,23.254417,23.895323
63.04813745,0.91006,29.314562,0.518872,0.943924,23.593748,24.281315
61.75146455,0.904494,28.798063,0.511944,0.936486,23.032682,23.657017
77.25951034,0.948077,33.981163,0.5853,0.979704,28.96508,30.626034
79.56490208,0.953521,34.825047,0.604652,0.983555,29.987513,31.943481
80.09334319,0.955366,34.592567,0.609607,0.984669,29.928511,31.774275
79.12675053,0.954369,34.017029,0.607042,0.983518,29.239182,30.806244
80.14347686,0.955674,34.54195,0.613814,0.98455,29.819477,31.616552
79.04558556,0.954274,33.904129,0.608482,0.983618,28.938608,30.481888
77.7130488,0.951993,33.241238,0.600101,0.982139,28.225315,29.585407
78.47795763,0.953078,33.608063,0.603601,0.98281,28.669403,30.150139
80.7057696,0.955425,34.661667,0.61366,0.984342,29.818031,31.584772
82.09747177,0.957134,35.299049,0.62414,0.985532,30.615404,32.671787
79.81567893,0.955051,34.17165,0.615492,0.983893,29.349743,30.993031
80.52642912,0.956324,34.741898,0.62016,0.984944,29.9841,31.846687
81.83217232,0.957796,35.633301,0.624987,0.986156,31.098335,33.446693
70.72273312,0.932497,31.463371,0.55749,0.968295,26.099056,27.105801
72.80625779,0.939212,32.222363,0.571194,0.973573,26.930122,28.089079
67.76726325,0.924576,30.329243,0.549235,0.96198,24.762928,25.56777
67.28653342,0.924718,30.420435,0.549367,0.961779,24.893782,25.737381
69.94029808,0.935492,31.74502,0.565378,0.970257,26.34259,27.408207
70.61622257,0.936952,31.967426,0.568666,0.970823,26.579451,27.668812
64.33272617,0.91601,29.713108,0.535093,0.952443,24.150021,24.909479
68.24242132,0.927654,30.793365,0.550957,0.963168,25.340221,26.257322
69.07313767,0.929565,30.676527,0.555671,0.964618,25.247223,26.135889
73.38838074,0.94568,32.222488,0.58676,0.975971,26.971441,28.070166
76.62277193,0.952573,33.398972,0.605002,0.981222,28.225649,29.560711
77.68083089,0.953294,33.202694,0.611365,0.980417,28.187609,29.433506
78.67837111,0.954166,33.87154,0.61713,0.980963,28.852232,30.237354
80.16593193,0.954568,34.342808,0.62673,0.980256,29.478714,30.933121
80.90879013,0.95539,34.85593,0.628751,0.981272,30.126427,31.798988
78.60341962,0.952515,34.566612,0.617485,0.979215,29.740791,31.316946
75.79839782,0.947898,33.334019,0.603611,0.973366,28.342258,29.583784
78.20675071,0.952264,34.221237,0.614547,0.978885,29.352549,30.837152
76.45328784,0.950985,33.578308,0.60466,0.978342,28.50297,29.823355
68.05347542,0.926263,30.330364,0.551591,0.956785,25.031528,25.800882
68.97555373,0.931028,30.958504,0.55871,0.962496,25.649879,26.505617
68.41950073,0.930034,30.979223,0.555048,0.959953,25.745415,26.608927
67.62200066,0.932906,30.974564,0.559184,0.960279,25.796627,26.664625
67.73576956,0.932939,30.974209,0.559423,0.960096,25.797966,26.665247
70.2939161,0.937572,30.91535,0.57462,0.952666,25.827515,26.61043
71.34180449,0.941063,31.307194,0.580679,0.957427,26.257345,27.132549
73.41581005,0.946414,32.076653,0.591831,0.964855,26987,28.032604
79.83409454,0.956341,34.799019,0.6188,0.982621,30.026913,31.880041
74.91672143,0.949036,32.664352,0.599362,0.976367,27.459452,28.65221
76.34624955,0.951812,33.193546,0.607278,0.979008,28.060499,29.367483
75.17266341,0.94776,32.820194,0.596214,0.976381,27.648413,28.9011
80.95522323,0.957894,35.169941,0.629633,0.985296,30.379906,32.288586
79.73342197,0.955917,34.639706,0.623139,0.983902,29.78232,31.553833
82.56299015,0.959752,35.689762,0.638349,0.986761,31.100601,33.334614
81.86795888,0.958398,35.501862,0.633092,0.985771,30.908325,33.138855
82.91110714,0.959353,35.703659,0.636352,0.986226,31.049328,33.257694
74.65650871,0.945832,31.843275,0.598655,0.971372,26.758579,27.809189
75.72378481,0.9483,32.286884,0.604898,0.974112,27.2729,28.389776
76.42659835,0.949433,32.476978,0.605466,0.976046,27.435106,28.546717
78.37657167,0.955056,33.949703,0.61857,0.98228,29.043005,30.479488
81.00278369,0.959328,35.202003,0.635034,0.985578,30.549797,32.422886
75.60941238,0.950432,33.284462,0.603775,0.976541,28.255789,29.520824
73.81153653,0.944723,32.440334,0.592728,0.968541,27.347816,28.431738
81.67502996,0.958041,35.620461,0.633865,0.983548,31.039045,33.080368
76.38570671,0.950263,33.680237,0.603196,0.972774,28.829002,30.215645
79.68564907,0.956187,35.106705,0.623397,0.980416,30.454576,32.313335
68.8724903,0.928305,30.766071,0.562292,0.956076,25.464237,26.287321
68.85345862,0.928245,30.753479,0.562152,0.955813,25.453661,26.274904
71.28383911,0.930718,30.683971,0.563485,0.946716,25.672363,26.435934
72.89067885,0.935209,30.793079,0.57213,0.939119,25.841871,26.610338
72.87605522,0.934137,30.378408,0.572303,0.936415,25.375893,26.078218
65.57504136,0.902524,27.978168,0.530639,0.899436,22.845003,23.326433
58.75418066,0.870349,25.747614,0.495099,0.825677,20.549883,20.887392
60.96341444,0.877918,26.309666,0.503178,0.84435,21.100943,21.463289
66.75233956,0.918797,29.632147,0.549859,0.93071,24.38512,25.027805
65.92112814,0.918424,29.320284,0.549763,0.93035,23.95015,24.554171
73.55837611,0.941391,31.654074,0.588128,0.96545,26.282257,27.126717
68.67001747,0.924686,30.451969,0.553417,0.950418,25.07913,25.832165
71.97011181,0.936666,32.144302,0.572085,0.968186,26.797716,27.850231
81.31254507,0.955924,34.986759,0.630499,0.981243,30.264429,31.976021
76.91568371,0.949782,33.395294,0.608795,0.970159,28.450045,29.63191
72.48126564,0.938194,31.012939,0.585827,0.958234,25.658003,26.384775
70.77232533,0.933761,30.681318,0.576963,0.95689,25.276304,25.96172
72.22025734,0.938162,31.405056,0.583027,0.962408,26.188574,27.030239
70.19186929,0.934518,30.695261,0.572893,0.955509,25.432642,26.226774
72.47832193,0.94004,31.08408,0.58781,0.962081,25.744432,26.568417
76.03724195,0.947334,32.025284,0.611813,0.971482,26.633934,27.568026
78.46004842,0.95319,33.825974,0.619198,0.98051,28.667633,29.982126
73.22367263,0.942186,31.658236,0.589846,0.969268,26.353672,27.246552
76.69965765,0.951969,33.501991,0.609875,0.978677,28.468697,29.757664
78.27521982,0.954987,33.931904,0.625866,0.981861,28.854202,30.204706
80.63337279,0.957387,34.31823,0.642001,0.984689,29.207495,30.624401
78.42452729,0.95285,33.316509,0.62559,0.980638,27.979641,29.132261
79.93664682,0.955465,33.595745,0.634418,0.982469,28.25943,29.443377
80.84220499,0.956265,33.664253,0.638509,0.982858,28.331507,29.528008
80.86004935,0.956017,34.233871,0.638185,0.981521,29.208706,30.650423
80.74908125,0.956283,34.258068,0.640705,0.981461,29.282673,30.726387
78.6976389,0.952014,32.789066,0.630552,0.974357,27.409336,28.436934
80.43330641,0.956269,34.125572,0.633519,0.984235,29.03022,30.531839
83.18440458,0.95948,36.272869,0.644033,0.985965,31.839123,34.202118
75.79828394,0.949077,32.980412,0.601754,0.979313,27.547186,28.68083
77.07699611,0.951619,34.093929,0.610293,0.978321,29.100393,30.579372
79.19294462,0.954155,34.772392,0.621395,0.979191,29.964096,31.608055
79.99049647,0.954892,34.17548,0.630332,0.982412,29.091557,30.504066
81.00466898,0.957724,35.417973,0.637754,0.983816,30.691074,32.563622
67.08151008,0.936322,30.8881,0.542998,0.946045,25.573009,26.462122
70.96280822,0.94158,31.413027,0.565117,0.958742,26.10729,27.052994
76.03406452,0.953647,34.418083,0.591065,0.981356,29.615173,31.584686
67.98671997,0.936427,30.850061,0.552092,0.953747,25.599459,26.474974
68.49728656,0.936116,30.953775,0.553059,0.952225,25.853058,26.76359
66.36341789,0.926676,30.155634,0.538259,0.931785,25.118599,25.889765
66.40859023,0.926821,30.154863,0.539196,0.931767,25.121037,25.891426
75.44918075,0.94923,33.644527,0.585244,0.973935,28.765528,30.345655
77.10527873,0.95365,34.569084,0.59645,0.980618,29.796297,31.748215
74.79801951,0.947273,32.615509,0.586027,0.974253,27.473545,28.70092
81.79286253,0.95891,35.834728,0.620692,0.985993,31.352743,33.95203
70.07657449,0.93119,30.35565,0.554701,0.934299,25.246342,26.015478
69.65231094,0.933011,30.350376,0.557282,0.937214,25.094757,25.832876
71.03046385,0.93742,30.91041,0.566608,0.949882,25.634331,26.432072
73.06277426,0.943421,31.990938,0.582177,0.963644,26.786901,27.78459
75.66872534,0.949378,33.012878,0.595558,0.969769,28.041759,29.306297
75.23609275,0.949082,32.479824,0.595399,0.969068,27.112289,28.199242
77.41076422,0.953181,33.625839,0.605273,0.979682,28.476507,29.923391
77.62657572,0.954161,34.294182,0.605914,0.979125,29.50703,31.245829
78.33969907,0.953759,33.566544,0.6105,0.977549,28.540596,29.912281
82.37537428,0.961204,36.178833,0.631548,0.986522,31.768864,34.448048
77.01900399,0.949902,32.486492,0.605594,0.967127,27.330219,28.393122
75.61832228,0.949169,32.745445,0.601554,0.973154,27.405109,28.481794
71.22276439,0.938005,31.65517,0.574034,0.957033,26.415619,27.35866
74.43358591,0.946326,33.181587,0.587526,0.967168,28.159405,29.418322
73.71234052,0.942597,32.500336,0.582498,0.956356,27.48428,28.556568
76.96865443,0.952817,34.144428,0.603777,0.978795,29.207508,30.824509
81.54743209,0.96016,35.77602,0.631045,0.986724,31.179203,33.607281
80.11539959,0.957468,35.126385,0.623485,0.983884,30.301897,32.334442
70.78437749,0.938816,31.68008,0.572787,0.962253,26.406961,27.412254
83.45876324,0.961491,36.415104,0.640314,0.987379,32.037457,34.793186
76.61381614,0.951807,34.241505,0.599585,0.97816,29.281349,30.925838
76.22796352,0.952114,34.279621,0.599633,0.97982,29.286713,30.934332
79.98132887,0.958713,35.593151,0.622039,0.985339,30.910915,33.156181
80.49580127,0.958404,35.390743,0.631522,0.982342,30.697353,32.76907
79.47166078,0.956598,34.838512,0.62514,0.975353,30.137444,31.925591
72.8542938,0.944307,32.16531,0.586743,0.965305,26.989025,28.060877
74.27287808,0.947863,32.676929,0.594313,0.969312,27.626968,28.817364
76.75183512,0.952312,33.628399,0.606589,0.972844,28.787792,30.199635
78.77840428,0.955692,34.383217,0.619099,0.978774,29.645414,31.285007
81.37809514,0.960579,35.793583,0.636125,0.98565,31.229548,33.513111
81.12884579,0.959972,35.42395,0.634495,0.985121,30.754187,32.862583
78.28123793,0.955248,34.534126,0.612271,0.982312,29.63352,31.445683
81.7465331,0.961337,35.897675,0.638501,0.985955,31.377785,33.736523
70.26771305,0.933784,31.744404,0.564398,0.962349,26.403906,27.405506
72.5843178,0.941983,32.447605,0.580226,0.972802,27.130829,28.277719
72.82398057,0.94231,32.455132,0.581873,0.972969,27.141798,28.286976
73.05767839,0.940681,32.008976,0.582788,0.968264,26.5667,27.557476
76.59467023,0.949698,33.554977,0.604578,0.973442,28.560717,29.945717
78.73027336,0.955184,34.190762,0.623579,0.974647,29.381613,30.927572
80.03106336,0.956683,34.718956,0.630224,0.974923,30.021793,31.711439
79.24523824,0.956876,34.909729,0.620968,0.981094,30.159473,32.059563
78.42952411,0.956941,34.643803,0.621086,0.978652,29.854605,31.592184
78.55313739,0.95681,34.651436,0.620977,0.978639,29.863678,31.60174
65.80475419,0.914947,29.700048,0.540299,0.938626,24.309027,25.019867
78.88741615,0.955223,34.989841,0.61249,0.983411,30.153654,32.05513
84.14554913,0.963499,36.868305,0.652005,0.988731,32.585598,35.524406
81.97254052,0.961886,36.145855,0.641754,0.987668,31.607738,34.12772
78.49499636,0.957453,34.548161,0.626655,0.984506,29.5786,31.288111
78.38906355,0.957429,34.528198,0.626493,0.984488,29.554474,31.258415
71.61718783,0.941327,31.200651,0.583833,0.960293,25.828196,26.714544
67.73917953,0.9318,30.082315,0.5632,0.941242,24.694853,25.426847
62.61106952,0.916796,28.966618,0.530938,0.942716,23.515774,24.196869
61.82394891,0.915917,28.933693,0.526999,0.93657,23.547472,24.237316
62.51031316,0.917403,29.147558,0.528941,0.936421,23.818663,24.522369
62.69731275,0.919177,29.324432,0.530924,0.939443,23.989801,24.720013
63.71132946,0.91898,29.226023,0.532463,0.939066,23.865601,24.597025
66.47699581,0.926126,30.365498,0.541047,0.952419,25.09193,25.981304
67.77890517,0.929032,30.784996,0.547506,0.957566,25.470234,26.383671
69.17728712,0.931973,31.307438,0.553131,0.960647,25.989262,26.970224
72.25184432,0.93854,32.077072,0.56555,0.96984,26.763456,27.901859
77.11201152,0.949086,33.636219,0.596406,0.976529,28.648323,30.174484
79.32132101,0.952423,34.44973,0.605014,0.981184,29.593107,31.418621
81.05134097,0.955023,35.828644,0.612498,0.984603,31.413038,33.956562
80.93653992,0.954686,35.725021,0.610995,0.98442,31.251846,33.741737
72.71248672,0.942166,31.702085,0.575163,0.968695,26.3813,27.376492
74.19250524,0.944808,32.264175,0.581973,0.971966,26.972488,28.066912
72.87202241,0.941211,31.447577,0.575239,0.962652,26.181721,27.12442
70.51828171,0.940041,31.1945,0.567425,0.961423,26.010359,26.941519
70.50626665,0.940218,31.204983,0.568355,0.961611,26.0252,26.959879
71.71905497,0.942211,30.787991,0.579067,0.958388,25.58609,26.423239
70.59322729,0.936938,29.874832,0.572873,0.944007,24.619867,25.346712
72.55748574,0.937328,30.415205,0.578238,0.940577,25.125891,25.882656
75.35867099,0.943223,31.575075,0.589423,0.957982,26.355129,27.305275
70.74875215,0.936081,30.900301,0.565038,0.957935,25.654676,26.558353
68.14386375,0.927559,30.008291,0.547615,0.933819,24.681616,25.437374
69.53251276,0.93066,30.504007,0.557254,0.940354,25.13275,25.936703
75.36712424,0.944103,32.755436,0.587269,0.972137,27.490847,28.661968
77.79358206,0.950639,33.664108,0.604557,0.980392,28.442606,29.896168
80.11504084,0.954637,34.789471,0.616252,0.983907,29.906998,31.826408
76.723408,0.947076,32.413979,0.60536,0.972242,26.968664,28.0184
77.49728911,0.950422,33.699688,0.607475,0.978185,28.627707,30.030325
78.68819001,0.952504,34.316746,0.613791,0.981108,29.312073,30.908251
74.29714087,0.94517,32.830238,0.589965,0.975105,27.586458,28.759733
72.67865478,0.939829,32.166409,0.57479,0.971239,26.859882,27.957895
77.36382709,0.948843,33.285446,0.60133,0.9772,28.083704,29.409992
79.87919553,0.953899,34.256882,0.618335,0.981963,29.080145,30.598289
77.47203056,0.950951,33.149952,0.606422,0.977085,28.047009,29.338572
77.36047192,0.948395,32.663757,0.601131,0.973399,27.472952,28.63274
79.79809866,0.952598,33.973824,0.616155,0.978962,28.96143,30.402872
79.21346756,0.950192,33.159065,0.614937,0.971977,28.144077,29.28557
82.09734217,0.956041,35.175125,0.626852,0.982162,30.419348,32.246746
75.30716915,0.945446,32.086502,0.593028,0.971754,26.881224,27.931747
81.13855645,0.9556,35.027107,0.622593,0.983547,30.187515,32.069492
81.2584575,0.955723,34.893013,0.624987,0.982252,30.055964,31.89559
84.63102706,0.959637,36.659695,0.638654,0.987107,32.375759,35.253811
85.36838224,0.960255,36.779892,0.642811,0.987627,32.51672,35.422802
75.60805543,0.942619,31.861605,0.591293,0.956271,26.795706,27.705946
71.13143632,0.928775,30.444899,0.566104,0.951214,25.118925,25.851431
73.6462242,0.937347,31.562658,0.580559,0.966976,26.232309,27.138504
73.75447113,0.935155,31.30418,0.578573,0.966393,25.821539,26.695133
73.2321987,0.929265,30.949907,0.567768,0.959455,25.642826,26.441238
76.56824919,0.942582,32.82777,0.588813,0.973088,27.747879,28.908039
75.25147468,0.940612,32.262268,0.585368,0.972194,27.004028,28.03754
79.47714331,0.951507,34.132175,0.608438,0.981206,29.111757,30.608395
79.12744801,0.950998,33.416691,0.609711,0.979564,28.371778,29.678852
81.6437637,0.955707,34.830368,0.625643,0.983429,30.013657,31.769388
80.60670637,0.951706,33.531551,0.621145,0.978661,28.418449,29.696491
83.28463972,0.955637,34.386036,0.635531,0.983461,29.257183,30.696833
79.44729153,0.949678,33.708447,0.608599,0.979626,28.612415,29.955296
79.3605746,0.948605,33.687065,0.605138,0.977826,28.664978,30.002996
77.56287322,0.941235,31.704988,0.597095,0.970529,26.369434,27.290077
78.2907655,0.944374,32.252205,0.603206,0.971086,26.950542,27.925898
79.3712985,0.947179,32.54203,0.613073,0.97403,27.249435,28.283108
81.4286859,0.952613,33.665871,0.624419,0.980461,28.615564,29.95587
84.8896467,0.960559,36.077297,0.646629,0.987552,31.577452,33.912716
80.13911396,0.951708,33.45116,0.620177,0.98026,28.313377,29.542673
80.61209307,0.952578,32.898827,0.619936,0.978941,27.898964,29.04368
70.85060142,0.945825,32.302292,0.560295,0.972309,27.068232,28.341692
